"","Date_sold","Sell_price_EU","Online_since","Start_price_EU","Likes","Designer","Model","Condition","Material","Color","Location","P_Width_cm","P_Height_cm","P_Depth_cm","SW_Dustbag","SW_Original_box","SW_Original_papers","SW_Card_or_certificate","Seller_name","ST_Expert_seller","ST_Professional_seller","ST_Trusted_seller","ST_Fashion_activist","ST_Concierge_service","Reference","Link"
"2075",2020-10-03,300,2018-04-24,400,19,"Louis Vuitton","Unknown Model","Very good condition","Patent leather","Beige","Italy",24,18,10,0,0,0,0,"elena",0,0,0,0,0,"5602539","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/beige-patent-leather-louis-vuitton-handbag-5602539.shtml"
"2076",2020-06-16,300,2018-02-16,700,37,"Louis Vuitton","Unknown Model","Very good condition","Cloth","Brown","Belgium",19,20,7,0,0,0,0,"christel",0,0,0,0,0,"5263747","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-5263747.shtml"
"2077",2020-07-07,301,2020-07-07,301,9,"Louis Vuitton","Alma","Fair condition","Leather","Blue","Italy",17,28,36,0,0,0,0,"emanuela",0,0,0,0,0,"10991785","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/blue-leather-alma-louis-vuitton-handbag-10991785.shtml"
"2078",2020-07-30,301.35,2020-07-28,400,5,"Louis Vuitton","Reporter","Good condition","Cloth","Other","Italy",37,25,10,0,0,0,0,"Nella",0,0,0,0,0,"11224698","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/cloth-reporter-louis-vuitton-handbag-11224698.shtml"
"2079",2020-05-31,302.29,2020-02-19,450,24,"Louis Vuitton","Vavin","Fair condition","Cloth","Brown","France",27,31,10,0,0,0,0,"mld",0,1,0,0,0,"9486382","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-vavin-louis-vuitton-handbag-9486382.shtml"
"2080",2020-05-23,302.41,2020-05-08,540,11,"Louis Vuitton","Speedy","Good condition","Cloth","White","Italy",30,21,17,1,0,0,0,"Martina",0,0,0,0,0,"10252896","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/white-cloth-speedy-louis-vuitton-handbag-10252896.shtml"
"2081",2020-05-23,302.64,2018-09-18,450,30,"Louis Vuitton","Unknown Model","Fair condition","Cotton","Blue","France",25,19,5,1,0,0,0,"lorraine",0,0,0,0,0,"6255333","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/blue-cotton-louis-vuitton-handbag-6255333.shtml"
"2082",2020-09-21,303.16,2020-09-16,380,13,"Louis Vuitton","Aliz<U+00E9>","Very good condition","Cloth","Brown","Italy",38,42,12,0,0,0,0,"giada",0,0,0,0,0,"11829301","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-alize-louis-vuitton-handbag-11829301.shtml"
"2083",2020-09-23,304,2020-09-02,380,45,"Louis Vuitton","Speedy","Good condition","Cloth","Brown","Switzerland",0,0,0,0,0,0,0,"Fancy Lux",0,1,0,0,0,"11629401","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-11629401.shtml"
"2084",2020-09-10,304,2020-06-02,380,10,"Louis Vuitton","Montaigne Vintage","Good condition","Leather","Ecru","Germany",0,0,0,0,0,0,0,"boutiquebonar",0,1,0,0,0,"10558064","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/ecru-leather-montaigne-vintage-louis-vuitton-handbag-10558064.shtml"
"2085",2020-06-23,304,2019-05-28,380,88,"Louis Vuitton","Speedy","Fair condition","Cloth","Brown","Switzerland",30,21,17,0,0,0,0,"Fancy Lux",0,1,0,0,0,"7604342","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-7604342.shtml"
"2086",2020-11-03,305,2020-10-22,309,67,"Louis Vuitton","Bucket","Good condition","Cloth","Brown","France",0,0,0,0,0,0,0,"the brand collector",0,1,0,0,0,"12366089","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-bucket-louis-vuitton-handbag-12366089.shtml"
"2087",2020-10-06,305,2020-09-21,410,19,"Louis Vuitton","Lockit","Good condition","Cloth","Brown","Italy",39,31,14,1,0,0,0,"denise",0,0,0,0,0,"11866226","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-lockit-louis-vuitton-handbag-11866226.shtml"
"2088",2020-10-15,305,2020-09-17,400,8,"Louis Vuitton","Palermo","Good condition","Cloth","Brown","France",36,25,25,0,0,0,0,"mathieu",0,0,0,0,0,"11829173","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-palermo-louis-vuitton-handbag-11829173.shtml"
"2089",2020-10-25,305,2020-09-14,309,58,"Louis Vuitton","Trocad<U+00E9>ro","Good condition","Cloth","Brown","France",0,0,0,0,0,0,0,"the brand collector",0,1,0,0,0,"11779118","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-trocadero-louis-vuitton-handbag-11779118.shtml"
"2090",2020-09-20,305,2020-09-08,480,22,"Louis Vuitton","Speedy","Fair condition","Cloth","Brown","France",35,23,18,0,0,0,0,"Emma",0,0,0,0,0,"11704161","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-11704161.shtml"
"2091",2020-09-02,305,2020-08-29,310,15,"Louis Vuitton","Nile","Good condition","Cloth","Brown","Italy",30,20,13,0,0,0,0,"Francesca",0,0,0,0,0,"11560038","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-nile-louis-vuitton-handbag-11560038.shtml"
"2092",2020-07-04,305,2020-06-27,315,21,"Louis Vuitton","Speedy","Fair condition","Cloth","Brown","France",25,18,0,0,0,0,0,"celine",0,1,0,0,0,"10874446","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-10874446.shtml"
"2093",2020-06-24,305,2020-06-19,305,15,"Louis Vuitton","Unknown Model","Good condition","Cloth","Brown","France",0,0,0,0,0,0,0,"the brand collector",0,1,0,0,0,"10786055","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-10786055.shtml"
"2094",2020-08-24,305,2019-08-21,477,45,"Louis Vuitton","Unknown Model","Fair condition","Cloth","Beige","France",36,24,0,0,0,0,0,"Vestiaire Collective",0,1,0,0,0,"8072087","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/beige-cloth-louis-vuitton-handbag-8072087.shtml"
"2095",2020-05-10,305,2019-05-07,355,36,"Louis Vuitton","Unknown Model","Very good condition","Cloth","Brown","France",0,0,0,0,0,0,0,"cornerluxe-paris14",0,1,0,0,0,"7462378","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-7462378.shtml"
"2096",2020-10-06,305.64,2020-10-05,305.64,19,"Louis Vuitton","Papillon","Good condition","Patent leather","Ecru","Ireland",15,31,15,0,0,0,0,"danilly <br />",0,0,0,0,0,"12101619","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/ecru-patent-leather-papillon-louis-vuitton-handbag-12101619.shtml"
"2097",2020-06-17,305.9,2020-06-11,395,15,"Louis Vuitton","No<U+00E9>","Good condition","Leather","Blue","Netherlands",26,33,18,0,0,0,0,"alexander",0,0,0,0,0,"10675848","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/blue-leather-noe-louis-vuitton-handbag-10675848.shtml"
"2098",2020-09-26,306.01,2020-06-23,400,30,"Louis Vuitton","Lussac","Very good condition","Leather","Brown","France",40,30,12,0,0,0,1,"Nine",0,0,0,0,0,"10834245","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-leather-lussac-louis-vuitton-handbag-10834245.shtml"
"2099",2020-07-16,306.61,2020-07-15,425,8,"Louis Vuitton","L'imp<U+00E9>tueux","Very good condition","Leather","Turquoise","France",29,15,12,0,0,0,0,"bob",0,0,0,0,0,"11065438","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/turquoise-leather-limpetueux-louis-vuitton-handbag-11065438.shtml"
"2100",2020-06-26,317.41,2020-06-26,306.75,18,"Louis Vuitton","No<U+00E9>","Good condition","Cloth","Brown","Hong Kong",26,26,18,0,0,0,0,"Elsa",0,0,0,0,0,"10870378","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-noe-louis-vuitton-handbag-10870378.shtml"
"2101",2020-07-02,318.18,2020-06-08,335.15,39,"Louis Vuitton","Luco","Good condition","Cloth","Brown","Hong Kong",45,30,10,0,0,0,0,"chan",0,0,0,0,0,"10627916","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-luco-louis-vuitton-handbag-10627916.shtml"
"2102",2020-05-14,328.35,2020-05-14,306.75,10,"Louis Vuitton","No<U+00E9>","Good condition","Cloth","Brown","Hong Kong",27,34,20,1,0,0,0,"allu",0,1,0,0,0,"10343642","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-noe-louis-vuitton-handbag-10343642.shtml"
"2103",2020-08-03,307.5,2020-07-25,444.96,11,"Louis Vuitton","Alma","Good condition","Cloth","Brown","Sweden",28,25,0,1,0,0,0,"erin",0,0,0,0,0,"11196071","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-alma-louis-vuitton-handbag-11196071.shtml"
"2104",2020-06-09,307,2020-06-09,410,4,"Louis Vuitton","Speedy","Fair condition","Cloth","Brown","France",30,21,0,0,0,0,0,"volaniaina",0,0,0,0,0,"10650768","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-10650768.shtml"
"2105",2020-05-23,307,2020-05-20,307,17,"Louis Vuitton","Bucket","Good condition","Cloth","Brown","Netherlands",26,34,20,0,0,0,0,"Sandra",0,0,0,0,0,"10406503","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-bucket-louis-vuitton-handbag-10406503.shtml"
"2106",2020-05-05,307,2020-04-27,307,68,"Louis Vuitton","Lexington","Good condition","Patent leather","Yellow","Netherlands",20,11.5,3.5,0,0,0,0,"Sandra",0,0,0,0,0,"10102636","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/yellow-patent-leather-lexington-louis-vuitton-handbag-10102636.shtml"
"2107",2020-07-09,307.1,2020-07-03,343,53,"Louis Vuitton","Bucket","Good condition","Cloth","Brown","Netherlands",23,25,16,0,0,0,0,"merel",0,0,0,0,0,"10946363","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-bucket-louis-vuitton-handbag-10946363.shtml"
"2108",2020-09-09,308.18,2020-09-08,307.16,38,"Louis Vuitton","No<U+00E9>","Good condition","Cloth","Brown","United Kingdom",22.9,25.4,17.8,0,0,0,0,"Yura",0,0,0,0,0,"11699182","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-noe-louis-vuitton-handbag-11699182.shtml"
"2109",2020-07-25,303.79,2020-07-25,381.1,9,"Louis Vuitton","No<U+00E9>","Fair condition","Cloth","Brown","United Kingdom",266.7,342.9,190.5,0,0,0,0,"belvoir",0,0,0,0,0,"11194791","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-noe-louis-vuitton-handbag-11194791.shtml"
"2110",2020-09-05,309.91,2020-07-21,568.81,9,"Louis Vuitton","Saumur","Good condition","Cloth","Brown","United Kingdom",30,21,10,0,0,0,0,"hanako",0,0,0,0,0,"11160817","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-saumur-louis-vuitton-handbag-11160817.shtml"
"2111",2020-10-22,302.39,2020-10-06,379.69,25,"Louis Vuitton","Looping","Good condition","Cloth","Brown","Hong Kong",28,31,10,1,0,0,0,"Diana",0,0,0,0,0,"12106092","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-looping-louis-vuitton-handbag-12106092.shtml"
"2112",2020-08-31,308,2020-08-31,308,8,"Louis Vuitton","Speedy","Good condition","Cloth","Brown","France",0,0,0,0,0,0,0,"the brand collector",0,1,0,0,0,"11595216","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-11595216.shtml"
"2113",2020-08-12,308,2020-08-12,315,14,"Louis Vuitton","Speedy","Very good condition","Cloth","Brown","France",0,0,0,0,0,0,0,"the brand collector",0,1,0,0,0,"11374910","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-11374910.shtml"
"2114",2020-07-19,308,2019-04-27,550,91,"Louis Vuitton","Alma","Good condition","Cloth","Brown","Spain",30,23,15,0,0,0,0,"kewaybags",0,1,0,0,0,"7405079","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-alma-louis-vuitton-handbag-7405079.shtml"
"2115",2020-06-14,308.52,2020-05-29,360,13,"Louis Vuitton","Cartouchi<U+00E8>re","Fair condition","Cloth","Brown","France",21,26,7.5,0,0,0,0,"annees",0,1,0,0,0,"10516237","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-cartouchiere-louis-vuitton-handbag-10516237.shtml"
"2116",2020-07-02,308.6,2020-06-16,500,13,"Louis Vuitton","Looping","Good condition","Cloth","Multicolour","Italy",28,30,10,0,0,0,0,"Silvia",0,0,0,0,0,"10729304","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/multicolour-cloth-looping-louis-vuitton-handbag-10729304.shtml"
"2117",2020-06-07,308.91,2020-04-15,445,17,"Louis Vuitton","Looping","Good condition","Cloth","Brown","Netherlands",27,30,10,0,0,0,0,"claireluxevintage",0,0,0,0,0,"9972129","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-looping-louis-vuitton-handbag-9972129.shtml"
"2118",2020-10-28,309,2020-10-28,309,2,"Louis Vuitton","Papillon","Good condition","Cloth","Brown","France",0,0,0,0,0,0,0,"the brand collector",0,1,0,0,0,"12474176","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-papillon-louis-vuitton-handbag-12474176.shtml"
"2119",2020-09-08,309,2020-07-19,320,35,"Louis Vuitton","Houston","Very good condition","Patent leather","Beige","Italy",30,25,15,0,0,0,0,"roberta",0,0,0,0,0,"11124527","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/beige-patent-leather-houston-louis-vuitton-handbag-11124527.shtml"
"2120",2020-05-23,309,2020-05-22,349,10,"Louis Vuitton","Batignolles","Fair condition","Cloth","Brown","Italy",39,26,16,0,0,0,0,"mariagrazia",0,0,0,0,0,"10435997","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-batignolles-louis-vuitton-handbag-10435997.shtml"
"2121",2020-08-29,311.51,2017-10-13,364.04,58,"Louis Vuitton","Speedy","Fair condition","Cloth","Beige","United Kingdom",30,23,15,0,0,0,0,"linjing",0,0,0,0,0,"4628835","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/beige-cloth-speedy-louis-vuitton-handbag-4628835.shtml"
"2122",2020-09-27,309.54,2020-09-26,430,20,"Louis Vuitton","Looping","Very good condition","Cloth","Brown","France",25,22,10,0,0,0,0,"designercloths",0,0,0,0,0,"11947287","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-looping-louis-vuitton-handbag-11947287.shtml"
"2123",2020-10-08,307.69,2020-06-21,354.78,172,"Louis Vuitton","Speedy","Good condition","Cloth","Brown","Singapore",25,19,15,0,0,0,0,"alicia",0,0,0,0,0,"10810143","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-10810143.shtml"
"2124",2020-11-02,310,2020-10-20,380,39,"Louis Vuitton","Twin","Very good condition","Cloth","Brown","Spain",19,10,4,0,0,0,0,"Arancha",0,0,0,0,0,"12330202","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-twin-louis-vuitton-handbag-12330202.shtml"
"2125",2020-10-20,310,2020-10-20,390,2,"Louis Vuitton","Houston","Very good condition","Patent leather","Burgundy","Germany",28,27,15,0,0,0,0,"oleksandra",0,0,0,0,0,"12352992","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/burgundy-patent-leather-houston-louis-vuitton-handbag-12352992.shtml"
"2126",2020-10-24,310,2020-10-15,420,11,"Louis Vuitton","Avalon","Good condition","Patent leather","Red","Spain",38,28,13,0,0,0,0,"yauheniya",0,0,0,0,0,"12245394","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/red-patent-leather-avalon-louis-vuitton-handbag-12245394.shtml"
"2127",2020-09-24,310,2020-09-24,670,2,"Louis Vuitton","No<U+00E9>","Fair condition","Cloth","Brown","France",26,32,21,0,0,0,1,"floriane",0,0,0,0,0,"11910536","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-noe-louis-vuitton-handbag-11910536.shtml"
"2128",2020-09-07,310,2020-09-07,350,0,"Louis Vuitton","Salsa","Good condition","Cloth","Brown","Italy",34,26,5,0,0,0,0,"Lalla",0,0,0,0,0,"11674464","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-salsa-louis-vuitton-handbag-11674464.shtml"
"2129",2020-09-05,310,2020-09-02,350,28,"Louis Vuitton","Chantilly","Fair condition","Cloth","Brown","France",26,25,0,0,0,0,0,"joanna",0,0,0,0,0,"11605882","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-chantilly-louis-vuitton-handbag-11605882.shtml"
"2130",2020-09-11,310,2020-08-24,400,8,"Louis Vuitton","Galliera","Fair condition","Cloth","Brown","Italy",45,28,15,0,0,0,0,"angelica",0,0,0,0,0,"11494487","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-galliera-louis-vuitton-handbag-11494487.shtml"
"2131",2020-07-23,310,2020-07-14,590,21,"Louis Vuitton","Speedy","Very good condition","Leather","Black","France",32,21,19,0,0,0,0,"sumie",0,0,0,0,0,"11068906","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/black-leather-speedy-louis-vuitton-handbag-11068906.shtml"
"2132",2020-07-10,310,2020-07-07,350,26,"Louis Vuitton","Deauville","Good condition","Cloth","Brown","France",36,26,30,1,0,0,0,"nicole",0,0,0,0,0,"10980217","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-deauville-louis-vuitton-handbag-10980217.shtml"
"2133",2020-07-02,310,2020-07-01,390,3,"Louis Vuitton","Galliera","Fair condition","Cloth","Brown","Spain",18,14,5.5,0,0,0,0,"s",0,0,0,0,0,"10925275","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-galliera-louis-vuitton-handbag-10925275.shtml"
"2134",2020-06-20,310,2020-06-18,310,15,"Louis Vuitton","Saint Cloud vintage","Good condition","Cloth","Brown","Italy",23,23,7,0,0,0,0,"Michelle",0,0,0,0,0,"10769314","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-saint-cloud-vintage-louis-vuitton-handbag-10769314.shtml"
"2135",2020-06-22,310,2020-06-16,310,40,"Louis Vuitton","Boulogne","Fair condition","Cloth","Brown","France",30,19,9,0,0,0,0,"Vestiaire Collective",0,1,0,0,0,"10733137","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-boulogne-louis-vuitton-handbag-10733137.shtml"
"2136",2020-07-08,310,2020-06-09,500,50,"Louis Vuitton","Nile","Very good condition","Cloth","Brown","Italy",35,22,15,0,0,0,0,"vincenzo",0,0,0,0,0,"10648697","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-nile-louis-vuitton-handbag-10648697.shtml"
"2137",2020-06-20,310,2020-06-06,395,12,"Louis Vuitton","Jeune fille","Fair condition","Cloth","Brown","Spain",27.5,21,6,0,0,0,0,"elaine",0,0,0,0,0,"10614009","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-jeune-fille-louis-vuitton-handbag-10614009.shtml"
"2138",2020-09-18,310,2020-06-06,345,44,"Louis Vuitton","Plat","Good condition","Leather","Brown","France",36.5,38,9,0,0,0,0,"changhee",0,0,0,0,0,"10614301","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-leather-plat-louis-vuitton-handbag-10614301.shtml"
"2139",2020-07-27,310,2020-06-06,355,15,"Louis Vuitton","Unknown Model","Very good condition","Cloth","Khaki","Italy",42,31,46,0,0,0,0,"simone",0,0,0,0,0,"10611047","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/khaki-cloth-louis-vuitton-handbag-10611047.shtml"
"2140",2020-06-27,310,2020-05-31,320,35,"Louis Vuitton","Unknown Model","Never worn","Leather","Pink","France",20,13,3,0,0,0,0,"Dresswing",0,0,0,0,0,"10537925","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/pink-leather-louis-vuitton-handbag-10537925.shtml"
"2141",2020-06-11,310,2020-05-30,375,26,"Louis Vuitton","Bordeaux","Fair condition","Cloth","Brown","Germany",0,0,0,0,0,0,0,"boutiquebonar",0,1,0,0,0,"10528893","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-bordeaux-louis-vuitton-handbag-10528893.shtml"
"2142",2020-06-28,310,2020-04-08,475,22,"Louis Vuitton","Onatah","Very good condition","Suede","Yellow","Croatia",35,21,1,0,0,0,0,"ana",0,0,0,0,0,"9908209","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/yellow-suede-onatah-louis-vuitton-handbag-9908209.shtml"
"2143",2020-08-10,310.14,2018-08-27,700,24,"Louis Vuitton","Unknown Model","Fair condition","Leather","Brown","Malta",31,24,13,0,0,0,0,"marysia",0,0,0,0,0,"6149667","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-leather-louis-vuitton-handbag-6149667.shtml"
"2144",2020-10-22,305.61,2020-10-22,310.61,2,"Louis Vuitton","Saumur","Very good condition","Cloth","Brown","Australia",43,35,23,0,0,0,0,"Clare",0,0,0,0,0,"12370324","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-saumur-louis-vuitton-handbag-12370324.shtml"
"2145",2020-08-14,311.36,2020-08-01,496.97,7,"Louis Vuitton","Salsa","Very good condition","Cloth","Brown","Australia",31,35,4,0,0,0,0,"rowena",0,0,0,0,0,"11241675","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-salsa-louis-vuitton-handbag-11241675.shtml"
"2146",2020-08-28,312.58,2019-09-18,546.06,9,"Louis Vuitton","Pont Neuf Vintage","Very good condition","Leather","Brown","United Kingdom",24.5,23,0,0,0,0,0,"lucylia",0,0,0,0,0,"8246700","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-leather-pont-neuf-vintage-louis-vuitton-handbag-8246700.shtml"
"2147",2020-07-22,317,2020-07-21,389.69,7,"Louis Vuitton","No<U+00E9>","Fair condition","Cloth","White","Hong Kong",26.5,34,19,0,0,0,0,"yyt",0,0,0,0,0,"11142902","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/white-cloth-noe-louis-vuitton-handbag-11142902.shtml"
"2148",2020-10-08,312,2020-09-23,390,12,"Louis Vuitton","Unknown Model","Fair condition","Cloth","Other","Spain",27,23,6,0,0,0,0,"kewaybags",0,1,0,0,0,"11927194","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/cloth-louis-vuitton-handbag-11927194.shtml"
"2149",2020-09-17,312,2020-09-16,312,9,"Louis Vuitton","Rosewood","Very good condition","Patent leather","Brown","Germany",32,16,13,0,0,0,0,"vanessa",0,0,0,0,0,"11827695","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-patent-leather-rosewood-louis-vuitton-handbag-11827695.shtml"
"2150",2020-10-06,312,2020-08-25,429,38,"Louis Vuitton","Unknown Model","Good condition","Cloth","Other","Spain",16.5,10.5,4,0,0,0,0,"kewaybags",0,1,0,0,0,"11521292","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/cloth-louis-vuitton-handbag-11521292.shtml"
"2151",2020-07-19,312,2020-07-15,312,22,"Louis Vuitton","Bucket","Good condition","Cloth","Brown","Netherlands",32,36.5,20,0,0,0,0,"Sandra",0,0,0,0,0,"11090145","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-bucket-louis-vuitton-handbag-11090145.shtml"
"2152",2020-10-10,312,2019-10-25,390,29,"Louis Vuitton","Unknown Model","Good condition","Cloth","Brown","Spain",25,26,4,0,0,0,0,"kewaybags",0,1,0,0,0,"8525302","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-8525302.shtml"
"2153",2020-10-28,307.5,2020-10-17,431.72,10,"Louis Vuitton","Unknown Model","Fair condition","Cloth","Brown","Hong Kong",41,30,11,1,0,0,0,"ching",0,0,0,0,0,"12312956","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-12312956.shtml"
"2154",2020-06-08,314.63,2020-06-06,341.29,12,"Louis Vuitton","Speedy","Good condition","Cloth","Brown","United Kingdom",38.1,50.8,63.5,0,0,0,0,"engeleta",0,0,0,0,0,"10615471","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-10615471.shtml"
"2155",2020-09-25,307.39,2020-08-28,622.28,1,"Louis Vuitton","Unknown Model","Fair condition","Cloth","Brown","United Kingdom",0,0,0,0,0,0,0,"haute",0,1,0,0,0,"11564809","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-11564809.shtml"
"2156",2020-08-26,312.5,2020-08-26,312.85,2,"Louis Vuitton","Speedy","Fair condition","Cloth","Brown","United Kingdom",30,22,17,0,0,0,0,"song",0,0,0,0,0,"11521530","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-11521530.shtml"
"2157",2020-08-30,316,2020-08-22,312.85,11,"Louis Vuitton","Unknown Model","Good condition","Patent leather","Burgundy","United Kingdom",27.9,25.4,14,0,0,0,0,"elizabeth",0,0,0,0,0,"11479644","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/burgundy-patent-leather-louis-vuitton-handbag-11479644.shtml"
"2158",2020-07-03,312.5,2020-07-03,312.85,2,"Louis Vuitton","Josephine","Very good condition","Cotton","Blue","Vestiaire Collective Paris",34.5,22.9,15.2,1,0,0,0,"ug",0,0,0,0,0,"10945718","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/blue-cotton-josephine-louis-vuitton-handbag-10945718.shtml"
"2159",2020-07-17,310.78,2020-06-04,478.94,12,"Louis Vuitton","Unknown Model","Good condition","Leather","Brown","United Kingdom",0,0,0,0,0,0,0,"haute",0,1,0,0,0,"10591711","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-leather-louis-vuitton-handbag-10591711.shtml"
"2160",2020-06-17,313.89,2020-03-20,403.86,12,"Louis Vuitton","Antigua","Very good condition","Cotton","Blue","Vestiaire Collective Paris",24.1,20.3,7.6,0,0,0,0,"juliet",0,0,0,0,0,"9755264","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/blue-cotton-antigua-louis-vuitton-handbag-9755264.shtml"
"2161",2020-10-29,313,2020-10-22,329,14,"Louis Vuitton","Deauville","Good condition","Cloth","Brown","France",0,0,0,0,0,0,0,"the brand collector",0,1,0,0,0,"12366148","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-deauville-louis-vuitton-handbag-12366148.shtml"
