"Date_sold","Likes","Designer","Model","Price_sold","Condition","Material","Color","Width","Height","Depth","Location","Seller","Sold_with","Online_since","Reference","Seller_title","Address","Initial_price","Link"
NA,13,"Louis Vuitton ","Plat ","380","Never worn","Leather ","Brown ","19 cm","30 cm","7 cm","Italy","cathy","","28/09/2020 ","11965742","",NA,415,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-leather-plat-louis-vuitton-handbag-11965742.shtml"
NA,21,"Louis Vuitton ","Speedy ","380","Good condition","Cloth ","Brown ",NA,NA,NA,"France","the brand collector","","28/09/2020 ","11974159","Professional seller",NA,385,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-11974159.shtml"
NA,27,"Louis Vuitton ","Trocadéro ","380","Good condition","Cloth ","Brown ",NA,NA,NA,"France","the brand collector","","26/09/2020 ","11960547","Professional seller",NA,395,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-trocadero-louis-vuitton-handbag-11960547.shtml"
NA,6,"Louis Vuitton ",NA,"380","Good condition","Cloth ","Brown ","32 cm","34 cm","19 cm","Italy","francesca","","21/09/2020 ","11880888","",NA,450,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-11880888.shtml"
NA,30,"Louis Vuitton ","Chantilly ","380","Good condition","Cloth ","Other ","15.2 cm","22.2 cm",NA,"Belgium","Tholi","","19/09/2020 ","11867462","",NA,380,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/cloth-chantilly-louis-vuitton-handbag-11867462.shtml"
NA,15,"Louis Vuitton ","Alma ","380","Good condition","Cloth ","Camel ","32 cm","24 cm","15 cm","France","Louise","","15/09/2020 ","11804052","",NA,420,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/camel-cloth-alma-louis-vuitton-handbag-11804052.shtml"
NA,35,"Louis Vuitton ","Noé ","380","Good condition","Leather ","Brown ","25 cm","27 cm","19 cm","France","pascale","","13/09/2020 ","11786643","",NA,400,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-leather-noe-louis-vuitton-handbag-11786643.shtml"
NA,10,"Louis Vuitton ","Speedy ","380","Good condition","Cloth ","Ecru ","35 cm","23 cm","18 cm","France","diane","","04/09/2020 ","11658622","",NA,479,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/ecru-cloth-speedy-louis-vuitton-handbag-11658622.shtml"
NA,16,"Louis Vuitton ","Speedy ","380","Good condition","Cloth ","Brown ","125 cm","19 cm","15 cm","Italy","silvia","","02/09/2020 ","11619331","",NA,380,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-11619331.shtml"
NA,23,"Louis Vuitton ","Noé ","380","Very good condition","Leather ","Camel ","28,41 cm","34 cm","27 cm","Italy","rosaria","","31/08/2020 ","11573688","",NA,450,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/camel-leather-noe-louis-vuitton-handbag-11573688.shtml"
NA,76,"Louis Vuitton ","Alma ","380","Very good condition","Cloth ","Camel ","28 cm","36 cm","17 cm","France","mathieu","","30/08/2020 ","11583284","",NA,599,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/camel-cloth-alma-louis-vuitton-handbag-11583284.shtml"
NA,4,"Louis Vuitton ","Tivoli ","380","Good condition","Cloth ","Brown ","36 cm","22 cm","15 cm","Italy","Susanna","","28/08/2020 ","11552764","",NA,450,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-tivoli-louis-vuitton-handbag-11552764.shtml"
NA,16,"Louis Vuitton ","Alizé ","380","Very good condition","Cloth ","Brown ","38 cm","42 cm","12 cm","Hungary","Sarolta","","16/08/2020 ","11413475","",NA,559,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-alize-louis-vuitton-handbag-11413475.shtml"
NA,31,"Louis Vuitton ","Speedy Bandoulière ","380","Very good condition","Cotton ","Burgundy ","30,5 cm","23 cm","16,5 cm","Italy","Raffaella","","15/08/2020 ","11409915","",NA,611,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/burgundy-cotton-speedy-bandouliere-louis-vuitton-handbag-11409915.shtml"
NA,6,"Louis Vuitton ","Siracusa ","380","Good condition","Cloth ","Beige ","30 cm","23 cm","9 cm","France","j.","","14/08/2020 ","11404551","",NA,500,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/beige-cloth-siracusa-louis-vuitton-handbag-11404551.shtml"
NA,6,"Louis Vuitton ","Ellipse ","380","Very good condition","Cloth ","Brown ",NA,NA,NA,"Vestiaire Collective Paris","karima","","12/08/2020 ","11370303","",NA,455,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-ellipse-louis-vuitton-handbag-11370303.shtml"
NA,5,"Louis Vuitton ","Bosphore ","380","Very good condition","Cloth ","Brown ","34 cm","26 cm","8 cm","Italy","Giovanni","","31/07/2020 ","11256553","",NA,500,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-bosphore-louis-vuitton-handbag-11256553.shtml"
NA,20,"Louis Vuitton ","Speedy ","380","Good condition","Cloth ","Other ","30 cm","25 cm",NA,"Italy","OMAR","","29/07/2020 ","11234291","",NA,390,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/cloth-speedy-louis-vuitton-handbag-11234291.shtml"
NA,3,"Louis Vuitton ","Chantilly ","380","Very good condition","Cloth ","Brown ","19 cm","25 cm","5 cm","Bulgaria","Iv","","18/07/2020 ","11105442","",NA,380,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-chantilly-louis-vuitton-handbag-11105442.shtml"
NA,10,"Louis Vuitton ","Eva ","380","Fair condition","Cloth ","Ecru ","25 cm","15 cm","4 cm","Belgium","victoria","","16/07/2020 ","11101684","",NA,390,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/ecru-cloth-eva-louis-vuitton-handbag-11101684.shtml"
NA,25,"Louis Vuitton ","Speedy ","380","Good condition","Cloth ","Brown ","25 cm","19 cm","15 cm","Poland","bohdan","","09/07/2020 ","11006292","Professional seller",NA,390,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-11006292.shtml"
NA,2,"Louis Vuitton ","Mott  ","380","Very good condition","Patent leather ","Red ","16 cm","18 cm","5.5 cm","Greece","Natalia","","07/07/2020 ","10981422","",NA,400,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/red-patent-leather-mott-louis-vuitton-handbag-10981422.shtml"
NA,62,"Louis Vuitton ","Plat ","380","Good condition","Cloth ","Brown ","35 cm","38 cm","9,5 cm","Germany","Miena","","05/07/2020 ","10970904","",NA,420,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-plat-louis-vuitton-handbag-10970904.shtml"
NA,33,"Louis Vuitton ","Lexington ","380","Very good condition","Patent leather ","Pink ","18 cm","10 cm",NA,"Germany","S","","29/06/2020 ","10906232","",NA,390,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/pink-patent-leather-lexington-louis-vuitton-handbag-10906232.shtml"
NA,10,"Louis Vuitton ",NA,"380","Very good condition","Cloth ","Brown ","36 cm","26 cm","8 cm","Italy","Cristina","","24/06/2020 ","10851253","",NA,570,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-10851253.shtml"
NA,71,"Louis Vuitton ",NA,"380","Very good condition","Leather ","Black ","24 cm","13 cm","2 cm","France","viviane","","19/06/2020 ","10794266","",NA,400,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/black-leather-louis-vuitton-handbag-10794266.shtml"
NA,8,"Louis Vuitton ","Speedy ","380","Good condition","Cloth ","Brown ","25 cm","19 cm","15 cm","Italy","federica ","","19/06/2020 ","10759250","",NA,400,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-10759250.shtml"
NA,1,"Louis Vuitton ","Palermo ","380","Good condition","Cloth ","Brown ","44 cm","36 cm","18 cm","Italy","sabrina","","16/06/2020 ","10732769","",NA,380,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-palermo-louis-vuitton-handbag-10732769.shtml"
NA,20,"Louis Vuitton ","Pleaty ","380","Good condition","Denim - Jeans ","Blue ","23 cm","18 cm","6 cm","Italy","fabio","","15/06/2020 ","10713436","",NA,600,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/blue-denim-jeans-pleaty-louis-vuitton-handbag-10713436.shtml"
NA,15,"Louis Vuitton ","Lockit ","380","Good condition","Leather ","Purple ","29 cm","29 cm","12 cm","France","william","","13/06/2020 ","10698709","",NA,700,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/purple-leather-lockit-louis-vuitton-handbag-10698709.shtml"
NA,1,"Louis Vuitton ","Neverfull ","380","Good condition","Cloth ","Brown ","12 cm","21 cm",NA,"Italy","Martina","","11/06/2020 ","10674910","",NA,485,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-neverfull-louis-vuitton-handbag-10674910.shtml"
NA,5,"Louis Vuitton ",NA,"380","Good condition","Cloth ","Pink ","39 cm","25 cm","19 cm","Greece","marina","","10/06/2020 ","10660788","",NA,400,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/pink-cloth-louis-vuitton-handbag-10660788.shtml"
NA,11,"Louis Vuitton ",NA,"380","Good condition","Cloth ","Brown ","44 cm","29 cm","17 cm","Spain","Ariane","","09/06/2020 ","10652835","",NA,400,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-10652835.shtml"
NA,17,"Louis Vuitton ","Jeune fille  ","380","Good condition","Cloth ","Brown ","25 cm","18 cm","5 cm","Netherlands","Sandra","","08/06/2020 ","10631750","",NA,400,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-jeune-fille-louis-vuitton-handbag-10631750.shtml"
NA,45,"Louis Vuitton ","Looping ","380","Good condition","Cloth ","Brown ","23 cm","21 cm","10 cm","Italy","federica ","","08/06/2020 ","10615680","",NA,450,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-looping-louis-vuitton-handbag-10615680.shtml"
NA,14,"Louis Vuitton ","Beverly ","380","Good condition","Cloth ","White ","24 cm","14 cm","11.5 cm","Monaco","isabella","","02/06/2020 ","10406558","via our Concierge Service",NA,380,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/white-cloth-beverly-louis-vuitton-handbag-10406558.shtml"
NA,8,"Louis Vuitton ","Rosewood ","380","Never worn","Patent leather ","Burgundy ","23 cm","16 cm","12.5 cm","United Kingdom","sandra","","31/05/2020 ","10538708","",NA,480,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/burgundy-patent-leather-rosewood-louis-vuitton-handbag-10538708.shtml"
NA,30,"Louis Vuitton ","Chantilly ","380","Good condition","Cloth ","Brown ","23 cm","22 cm","8 cm","France","LARCHER","","27/05/2020 ","10500401","Professional seller",NA,380,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-chantilly-louis-vuitton-handbag-10500401.shtml"
NA,3,"Louis Vuitton ","Cartouchière ","380","Good condition","Cloth ","Brown ","24 cm","24 cm","7 cm","France","carole ","","25/05/2020 ","10462259","",NA,380,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-cartouchiere-louis-vuitton-handbag-10462259.shtml"
NA,1,"Louis Vuitton ",NA,"380","Never worn","Cotton ","Brown ","45 cm","40 cm","23 cm","Italy","Luca ","","22/05/2020 ","10437185","",NA,500,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cotton-louis-vuitton-handbag-10437185.shtml"
NA,15,"Louis Vuitton ","Saumur ","380","Good condition","Cloth ","Brown ","28 cm","21 cm","6 cm","France","Vestiaire Collective","","18/05/2020 ","10402067","Professional seller",NA,470,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-saumur-louis-vuitton-handbag-10402067.shtml"
NA,7,"Louis Vuitton ",NA,"380","Good condition","Cloth ","Brown ","25 cm","18 cm","15 cm","Italy","roxanne","","18/05/2020 ","10379670","",NA,450,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-10379670.shtml"
NA,11,"Louis Vuitton ","Noé ","380","Good condition","Cloth ","Brown ","40 cm","27 cm","20 cm","Italy","ela","","15/05/2020 ","10353736","",NA,480,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-noe-louis-vuitton-handbag-10353736.shtml"
NA,11,"Louis Vuitton ","Saumur ","380","Good condition","Cloth ","Brown ","35 cm","27 cm","14 cm","Spain","mery","","11/05/2020 ","10300202","",NA,395,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-saumur-louis-vuitton-handbag-10300202.shtml"
NA,2,"Louis Vuitton ","Neverfull ","380","Fair condition","Cloth ","Brown ","29 cm","22 cm",NA,"France","elif","Dustbag","08/05/2020 ","10272067","",NA,399,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-neverfull-louis-vuitton-handbag-10272067.shtml"
NA,16,"Louis Vuitton ","Speedy ","380","Good condition","Cloth ","Black ","35 cm","21 cm","18 cm","Slovakia","tom","","07/05/2020 ","10261907","",NA,560,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/black-cloth-speedy-louis-vuitton-handbag-10261907.shtml"
NA,17,"Louis Vuitton ","Neverfull ","380","Fair condition","Cloth ","Brown ","29 cm","22 cm",NA,"France","elif","Dustbag","06/05/2020 ","10155578","",NA,399,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-neverfull-louis-vuitton-handbag-10155578.shtml"
NA,14,"Louis Vuitton ","Speedy ","380","Good condition","Cloth ","Brown ","35 cm","23 cm","18 cm","France","emna","","26/04/2020 ","10102072","",NA,579,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-10102072.shtml"
NA,36,"Louis Vuitton ","Bucket  ","380","Good condition","Cloth ","Brown ","26 cm","33 cm","20 cm","Malaysia","matt bluko","","14/04/2020 ","9960525","",NA,380,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-bucket-louis-vuitton-handbag-9960525.shtml"
NA,19,"Louis Vuitton ","Deauville ","380","Good condition","Cloth ","Brown ","35 cm","27 cm","15 cm","Italy","alberto","","05/03/2020 ","9627891","",NA,380,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-deauville-louis-vuitton-handbag-9627891.shtml"
NA,43,"Louis Vuitton ","Lussac ","380","Good condition","Leather ","Black ","39 cm","30 cm","12 cm","Turkey","luxuryshop","","27/02/2020 ","9564065","",NA,425,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/black-leather-lussac-louis-vuitton-handbag-9564065.shtml"
NA,1,"Louis Vuitton ","Reporter ","380","Good condition","Cloth ","Other ","28 cm","21 cm","11 cm","Italy","Giada ","","09/12/2019 ","8905247","",NA,450,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/cloth-reporter-louis-vuitton-handbag-8905247.shtml"
NA,4,"Louis Vuitton ",NA,"380","Very good condition","Patent leather ","Red ","34 cm","18 cm","13 cm","Italy","Rosanna","","16/06/2019 ","7675889","",NA,900,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/red-patent-leather-louis-vuitton-handbag-7675889.shtml"
NA,36,"Louis Vuitton ","Lockit ","380","Good condition","Cloth ","Brown ","29 cm","28,5 cm","11 cm","Italy","Claudia","","12/02/2019 ","7005289","",NA,470,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-lockit-louis-vuitton-handbag-7005289.shtml"
NA,15,"Louis Vuitton ","Bedford ","380","Very good condition","Patent leather ","White ","31 cm","15 cm","15 cm","Italy","claudia","Dustbag","22/01/2018 ","5030247","",NA,500,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/white-patent-leather-bedford-louis-vuitton-handbag-5030247.shtml"
NA,265,"Louis Vuitton ","Alma ","380.09","Very good condition","Leather ","White ","32 cm","23.9 cm","15 cm","United States","vcny","","15/02/2019 ","7023407","Professional seller",NA,1144.45,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/white-leather-alma-louis-vuitton-handbag-7023407.shtml"
NA,7,"Louis Vuitton ",NA,"380.87","Fair condition","Cloth ","Brown ","35 cm","24 cm","15 cm","Cyprus","suzanne","Dustbag","21/09/2020 ","11887861","",NA,830,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-11887861.shtml"
NA,11,"Louis Vuitton ","Speedy ","381","Good condition","Cloth ","White ","30 cm","25 cm","17 cm","Luxembourg","natalia ","","09/06/2020 ","10646287","",NA,381,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/white-cloth-speedy-louis-vuitton-handbag-10646287.shtml"
NA,57,"Louis Vuitton ","Speedy ","381","Good condition","Cloth ","Brown ","40 cm","28 cm","19 cm","Spain","kewaybags","","02/05/2019 ","7416796","Professional seller",NA,476,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-7416796.shtml"
NA,16,"Louis Vuitton ","Soufflot ","381.03","Very good condition","Leather ","Blue ","31 cm","17 cm","15 cm","France","Elise","","07/09/2020 ","11674900","",NA,500,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/blue-leather-soufflot-louis-vuitton-handbag-11674900.shtml"
NA,5,"Louis Vuitton ","Shopping ","381.1","Very good condition","Denim - Jeans ","Blue ","32 cm","36.1 cm","2 cm","United Kingdom","patricia","","05/10/2020 ","12071018","",NA,398.17,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/blue-denim-jeans-shopping-louis-vuitton-handbag-12071018.shtml"
NA,13,"Louis Vuitton ",NA,"381.1","Very good condition","Pony-style calfskin ","Black ","29 cm","18 cm","8 cm","United Kingdom","caroline","Original box","30/09/2020 ","12002810","",NA,409.54,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/black-pony-style-calfskin-louis-vuitton-handbag-12002810.shtml"
NA,13,"Louis Vuitton ",NA,"381.1","Very good condition","Cloth ","Brown ","21 cm","25 cm",NA,"United Kingdom","hatice","","25/09/2020 ","11945257","",NA,381.1,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-11945257.shtml"
NA,16,"Louis Vuitton ","Sac d'épaule ","381.1","Very good condition","Leather ","Black ","30 cm","34 cm","14 cm","United Kingdom","Lupe","","14/09/2020 ","11732936","",NA,426.61,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/black-leather-sac-depaule-louis-vuitton-handbag-11732936.shtml"
NA,27,"Louis Vuitton ","Papillon ","381.1","Fair condition","Cloth ","Brown ","25.9 cm","13 cm","13 cm","United Kingdom","Ashley","","17/06/2020 ","10731003","",NA,397.03,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-papillon-louis-vuitton-handbag-10731003.shtml"
NA,108,"Louis Vuitton ","Speedy ","381.1","Good condition","Leather ","Black ","33 cm","22.1 cm",NA,"United Kingdom","hatice","","01/06/2020 ","10541199","",NA,381.1,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/black-leather-speedy-louis-vuitton-handbag-10541199.shtml"
NA,3,"Louis Vuitton ",NA,"381.85","Good condition","Cloth ","Brown ","13.5 cm","23 cm","5 cm","Hong Kong","suki","","09/08/2020 ","11344162","",NA,531.7,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-11344162.shtml"
NA,15,"Louis Vuitton ","Speedy ","382","Very good condition","Cloth ","Brown ",NA,NA,NA,"France","the brand collector","","30/06/2020 ","10899377","Professional seller",NA,439,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-10899377.shtml"
NA,6,"Louis Vuitton ","Saint Cloud ","382","Good condition","Cloth ","Brown ","24 cm","23 cm","7 cm","Greece","romina","","09/06/2020 ","10649089","",NA,400,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-saint-cloud-louis-vuitton-handbag-10649089.shtml"
NA,8,"Louis Vuitton ","Wilshire ","382.17","Good condition","Leather ","Green ","17 cm","30 cm","11 cm","Estonia","Luxclusif","","28/08/2020 ","11556778","Professional seller",NA,633.14,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/green-leather-wilshire-louis-vuitton-handbag-11556778.shtml"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,51,"Louis Vuitton ","Bucket  ","382.17","Good condition","Cloth ","Brown ",NA,NA,NA,"Japan","kingram","","08/02/2020 ","9388436","Professional seller",NA,485.2,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-bucket-louis-vuitton-handbag-9388436.shtml"
NA,14,"Louis Vuitton ",NA,"382.69","Very good condition","Cloth ","Brown ","40 cm","30 cm",NA,"United Kingdom","Lydia","","05/08/2020 ","11304780","",NA,455.05,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-11304780.shtml"
NA,5,"Louis Vuitton ","Noé ","383","Fair condition","Cloth ","Brown ","26 cm","34 cm","19 cm","Netherlands","bonafidelux","","26/10/2020 ","12465467","Professional seller",NA,383,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-noe-louis-vuitton-handbag-12465467.shtml"
NA,7,"Louis Vuitton ","Noé ","383","Very good condition","Leather ","Red ","20 cm","36 cm","27,5 cm","France","Romain","","10/09/2020 ","11677112","",NA,499,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/red-leather-noe-louis-vuitton-handbag-11677112.shtml"
NA,10,"Louis Vuitton ","Papillon ","383","Very good condition","Cloth ","Brown ","30 cm","15 cm","15 cm","Greece","evangelia","Dustbag","17/06/2020 ","10761736","",NA,430,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-papillon-louis-vuitton-handbag-10761736.shtml"
NA,33,"Louis Vuitton ",NA,"383","Very good condition","Leather ","Black ","30 cm","16 cm",NA,"France","luxetenzza","","18/10/2018 ","6379974","via our Concierge ServiceProfessional seller",NA,590,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/black-leather-louis-vuitton-handbag-6379974.shtml"
NA,18,"Louis Vuitton ","Speedy ","383.05","Good condition","Cloth ","Brown ","35.6 cm","22.9 cm","20.3 cm","United States","kelly","","30/07/2020 ","11247640","",NA,440.29,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-11247640.shtml"
NA,8,"Louis Vuitton ","Eva ","383.14","Good condition","Cloth ","Ecru ","25 cm","12 cm","3 cm","France","Vestiaire Collective","","14/05/2020 ","10345487","Professional seller",NA,383.14,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/ecru-cloth-eva-louis-vuitton-handbag-10345487.shtml"
NA,32,"Louis Vuitton ","Speedy ","383.18","Good condition","Cloth ","Brown ","35 cm","20 cm",NA,"Switzerland","Nina ","","28/09/2020 ","11981546","",NA,383.18,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-11981546.shtml"
NA,13,"Louis Vuitton ","Pleaty ","383.18","Very good condition","Denim - Jeans ","Blue ",NA,NA,NA,"Switzerland","Corinne","","09/08/2020 ","11346141","",NA,383.18,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/blue-denim-jeans-pleaty-louis-vuitton-handbag-11346141.shtml"
NA,3,"Louis Vuitton ","Musette Tango  ","383.81","Very good condition","Cloth ","Brown ","25 cm","19 cm","3.5 cm","Singapore","jialing","","21/09/2020 ","11873506","",NA,548.29,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-musette-tango-louis-vuitton-handbag-11873506.shtml"
NA,22,"Louis Vuitton ","Bucket  ","383.86","Good condition","Cloth ","Brown ",NA,NA,NA,"Japan","Brand street tokyo","","14/03/2020 ","9714069","Professional seller",NA,605.84,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-bucket-louis-vuitton-handbag-9714069.shtml"
NA,65,"Louis Vuitton ","Speedy ","384","Good condition","Cloth ","Other ","30 cm","21 cm",NA,"France","tiavina","","14/05/2020 ","10337483","",NA,465,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/cloth-speedy-louis-vuitton-handbag-10337483.shtml"
NA,35,"Louis Vuitton ","Batignolles ","384.3","Good condition","Cloth ","Brown ","39 cm","30 cm","15 cm","United Kingdom","theresa","","26/09/2020 ","11967577","",NA,398.17,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-batignolles-louis-vuitton-handbag-11967577.shtml"
NA,11,"Louis Vuitton ",NA,"384.33","Very good condition","Cloth ","Black ","22 cm","12 cm","4.5 cm","Hong Kong","allu","","23/05/2020 ","10442683","Professional seller",NA,449.56,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/black-cloth-louis-vuitton-handbag-10442683.shtml"
NA,19,"Louis Vuitton ","Speedy ","384.52","Good condition","Cloth ","Brown ","30 cm","23 cm","17 cm","United Kingdom","inasse","","11/09/2020 ","11755502","",NA,437.99,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-11755502.shtml"
NA,3,"Louis Vuitton ","L'impétueux ","384.52","Very good condition","Leather ","Black ","32 cm","16 cm","10 cm","United Kingdom","zhuo","","01/09/2020 ","11615058","",NA,391.57,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/black-leather-limpetueux-louis-vuitton-handbag-11615058.shtml"
NA,14,"Louis Vuitton ","Neverfull ","384.54","Good condition","Cloth ","Brown ","55 cm","30 cm","20 cm","Greece","Anastasia ","","06/07/2020 ","10973731","",NA,550,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-neverfull-louis-vuitton-handbag-10973731.shtml"
NA,2,"Louis Vuitton ","Papillon ","384.82","Good condition","Cloth ","Brown ","30 cm","15 cm","13 cm","Estonia","Luxclusif","","17/05/2020 ","10368494","Professional seller",NA,384.82,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-papillon-louis-vuitton-handbag-10368494.shtml"
NA,42,"Louis Vuitton ","Noé ","384.82","Very good condition","Leather ","Green ",NA,NA,NA,"Japan","elady","","02/04/2020 ","9850163","Professional seller",NA,384.82,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/green-leather-noe-louis-vuitton-handbag-9850163.shtml"
NA,11,"Louis Vuitton ","Speedy ","385","Good condition","Cloth ","Brown ",NA,NA,NA,"Vestiaire Collective Paris","the brand collector","","05/10/2020 ","12086750","Professional seller",NA,385,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-12086750.shtml"
NA,62,"Louis Vuitton ","Speedy ","385","Very good condition","Cloth ","Brown ",NA,NA,NA,"France","the brand collector","","14/09/2020 ","11793913","Professional seller",NA,385,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-11793913.shtml"
