"Date_sold","Likes","Designer","Model","Price_sold","Condition","Material","Color","Width","Height","Depth","Location","Seller","Sold_with","Online_since","Reference","Seller_title","Address","Initial_price","Link","Current_price"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,8,"Louis Vuitton ","Ribera ",NA,"Good condition","Cloth ","Brown ","33 cm","20 cm","16,5 cm","Latvia","jolanta ","","16/11/2019 ","8720017",NA,NA,999,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-ribera-louis-vuitton-handbag-8720017.shtml",585.83
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,16,"Louis Vuitton ",NA,NA,"Good condition","Cloth ","Brown ","37 cm","29 cm","2 cm","Vestiaire Collective Paris","elli","Dustbag","14/06/2019 ","7709596","",NA,586,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-7709596.shtml",586
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,"Louis Vuitton ","Sherwood ",NA,"Good condition","Patent leather ","Red ",NA,NA,NA,"Japan","elady","","24/08/2020 ","11505346","Professional seller",NA,586.09,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/red-patent-leather-sherwood-louis-vuitton-handbag-11505346.shtml",586.09
NA,4,"Louis Vuitton ","No<U+00E9> ",NA,"Good condition","Leather ","Red ",NA,NA,NA,"Japan","elady","","24/08/2020 ","11505315","Professional seller",NA,586.09,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/red-leather-noe-louis-vuitton-handbag-11505315.shtml",586.09
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,6,"Louis Vuitton ","Musette Tango  ",NA,"Good condition","Cloth ","Brown ",NA,NA,NA,"Japan","elady","","22/04/2020 ","10065785","Professional seller",NA,586.09,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-musette-tango-louis-vuitton-handbag-10065785.shtml",586.09
NA,14,"Louis Vuitton ","Ellipse ",NA,"Good condition","Cloth ","Brown ","33 cm","27 cm","6 cm","Australia","cora","","05/06/2020 ","10598262","",NA,595.57,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-ellipse-louis-vuitton-handbag-10598262.shtml",586.16
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,29,"Louis Vuitton ",NA,NA,"Very good condition","Leather ","Black ","28 cm","29.5 cm","11 cm","Japan","jay's shop","","29/12/2018 ","6779099","Professional seller",NA,586.95,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/black-leather-louis-vuitton-handbag-6779099.shtml",586.95
NA,7,"Louis Vuitton ","No<U+00E9> ",NA,"Good condition","Leather ","Brown ",NA,NA,NA,"Turkey","AUTHENTIC","","27/03/2020 ","9804215","",NA,587,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-leather-noe-louis-vuitton-handbag-9804215.shtml",587
NA,52,"Louis Vuitton ","Babylone ",NA,"Good condition","Cloth ","Brown ","34.3 cm","29.8 cm","7.6 cm","United States","Jiil","","09/10/2018 ","6355775","",NA,644.95,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-babylone-louis-vuitton-handbag-6355775.shtml",587.53
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,35,"Louis Vuitton ","Speedy ",NA,"Good condition","Cloth ","Brown ","30 cm","21.1 cm","17 cm","United States","sorya","Dustbag","10/07/2020 ","11009230","Professional seller",NA,587.82,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-11009230.shtml",587.82
NA,1,"Louis Vuitton ",NA,NA,"Good condition","Cloth ","Brown ","42 cm","30 cm",NA,"Italy","vendome","","29/06/2020 ","10909331","Professional seller",NA,588,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-10909331.shtml",588
NA,15,"Louis Vuitton ","Serviette Ambassadeur ",NA,"Very good condition","Leather ","Green ","40.6 cm","33 cm","7.6 cm","United Kingdom","annette","Dustbag","16/05/2020 ","10367221","",NA,623.47,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/green-leather-serviette-ambassadeur-louis-vuitton-handbag-10367221.shtml",588
NA,81,"Louis Vuitton ","Sablon ",NA,"Never worn","Leather ","Black ","25.4 cm","25.4 cm","10.2 cm","Hong Kong","Chanel","","09/03/2020 ","9655034","",NA,599,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/black-leather-sablon-louis-vuitton-handbag-9655034.shtml",588
NA,9,"Louis Vuitton ",NA,NA,"Good condition","Cloth ","Blue ","35 cm","28 cm",NA,"Italy","vendome","","18/06/2019 ","7715408","Professional seller",NA,588,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/blue-cloth-louis-vuitton-handbag-7715408.shtml",588
NA,12,"Louis Vuitton ",NA,NA,"Very good condition","Cotton ","Pink ","43 cm","38 cm","14 cm","Italy","marianna","","21/02/2018 ","5289507","",NA,650,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/pink-cotton-louis-vuitton-handbag-5289507.shtml",588
NA,8,"Louis Vuitton ","Ellipse ",NA,"Good condition","Leather ","Other ","32 cm","24 cm",NA,"Italy","Manuela","","21/09/2017 ","4504537","",NA,650,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/leather-ellipse-louis-vuitton-handbag-4504537.shtml",588
NA,8,"Louis Vuitton ",NA,NA,"Very good condition","Cloth ","Other ","40 cm","28 cm","21 cm","Italy","susanna","","28/03/2017 ","3800018","",NA,800,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/cloth-louis-vuitton-handbag-3800018.shtml",588
NA,8,"Louis Vuitton ",NA,NA,"Very good condition","Leather ","Black ","15.2 cm","5.1 cm","5.1 cm","United States","Rebag","","26/08/2020 ","11540467","Professional seller",NA,588.68,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/black-leather-louis-vuitton-handbag-11540467.shtml",588.68
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,41,"Louis Vuitton ","Chantilly ",NA,"Very good condition","Leather ","Brown ","19.1 cm","17.8 cm",NA,"United Kingdom","ezone","","25/08/2020 ","11528734","Professional seller",NA,588.68,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-leather-chantilly-louis-vuitton-handbag-11528734.shtml",588.68
NA,5,"Louis Vuitton ","Trocad<U+00E9>ro ",NA,"Good condition","Cloth ","Brown ","29 cm","19.1 cm",NA,"United Kingdom","eplanet","","25/08/2020 ","11515827","Professional seller",NA,588.68,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-trocadero-louis-vuitton-handbag-11515827.shtml",588.68
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,"Louis Vuitton ","Jeune fille  ",NA,"Good condition","Cloth ","Brown ","23.1 cm","16 cm",NA,"United Kingdom","eplanet","","24/08/2020 ","11503748","Professional seller",NA,588.68,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-jeune-fille-louis-vuitton-handbag-11503748.shtml",588.68
NA,2,"Louis Vuitton ","Jeune fille  ",NA,"Good condition","Leather ","Blue ","24.9 cm","19.1 cm",NA,"United Kingdom","eplanet","","24/08/2020 ","11501103","Professional seller",NA,588.68,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/blue-leather-jeune-fille-louis-vuitton-handbag-11501103.shtml",588.68
NA,11,"Louis Vuitton ","Saint Cloud vintage ",NA,"Good condition","Leather ","Blue ","23.9 cm","22.1 cm",NA,"United Kingdom","eplanet","","24/08/2020 ","11501052","Professional seller",NA,588.68,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/blue-leather-saint-cloud-vintage-louis-vuitton-handbag-11501052.shtml",588.68
NA,1,"Louis Vuitton ","Jeune fille  ",NA,"Good condition","Leather ","Blue ","24.9 cm","19.1 cm",NA,"United Kingdom","eplanet","","24/08/2020 ","11501181","Professional seller",NA,588.68,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/blue-leather-jeune-fille-louis-vuitton-handbag-11501181.shtml",588.68
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,3,"Louis Vuitton ","Biscayne Bay ",NA,"Good condition","Patent leather ","Other ","26.9 cm","17 cm",NA,"United Kingdom","ezone","","22/08/2020 ","11484189","Professional seller",NA,588.68,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/patent-leather-biscayne-bay-louis-vuitton-handbag-11484189.shtml",588.68
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,15,"Louis Vuitton ","Trotteur ",NA,"Good condition","Cloth ","Brown ",NA,NA,NA,"Japan","Brand street tokyo","","14/08/2020 ","11409280","Professional seller",NA,588.68,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-trotteur-louis-vuitton-handbag-11409280.shtml",588.68
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"August 31, 2020",5,"Louis Vuitton ","Sullivan ","524,98","Very good condition","Patent leather ","Purple ",NA,NA,NA,"Japan","Brand street tokyo","","07/08/2020 ","11340278","Professional seller",NA,588.68,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/purple-patent-leather-sullivan-louis-vuitton-handbag-11340278.shtml",588.68
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,"Louis Vuitton ",NA,NA,"Fair condition","Cloth ","Brown ",NA,NA,NA,"Japan","luxe brand cerisier","","31/07/2020 ","11272799","Professional seller",NA,588.68,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-11272799.shtml",588.68
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,11,"Louis Vuitton ","Papillon ",NA,"Good condition","Cloth ","Brown ",NA,NA,NA,"Japan","Brand street tokyo","","31/07/2020 ","11271605","Professional seller",NA,588.68,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-papillon-louis-vuitton-handbag-11271605.shtml",588.68
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,21,"Louis Vuitton ",NA,NA,"Good condition","Cloth ","Blue ",NA,NA,NA,"Japan","Brand street tokyo","","31/07/2020 ","11269772","Professional seller",NA,588.68,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/blue-cloth-louis-vuitton-handbag-11269772.shtml",588.68
NA,3,"Louis Vuitton ",NA,NA,"Good condition","Leather ","Other ","32 cm","22.1 cm",NA,"United States","my galaxy solutions","","30/07/2020 ","11256624","Professional seller",NA,588.68,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/leather-louis-vuitton-handbag-11256624.shtml",588.68
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,18,"Louis Vuitton ","No<U+00E9> ",NA,"Good condition","Cloth ","Brown ","24.9 cm","26.9 cm",NA,"United Kingdom","eplanet","","28/07/2020 ","11221423","Professional seller",NA,588.68,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-noe-louis-vuitton-handbag-11221423.shtml",588.68
NA,2,"Louis Vuitton ","No<U+00E9> ",NA,"Good condition","Cloth ","Brown ","25.9 cm","34 cm",NA,"United Kingdom","eplanet","","28/07/2020 ","11221360","Professional seller",NA,588.68,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-noe-louis-vuitton-handbag-11221360.shtml",588.68
NA,7,"Louis Vuitton ","Sac d'<U+00E9>paule ",NA,"Very good condition","Leather ","Red ",NA,NA,NA,"Japan","Brand street tokyo","","24/07/2020 ","11197846","Professional seller",NA,588.68,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/red-leather-sac-depaule-louis-vuitton-handbag-11197846.shtml",588.68
NA,1,"Louis Vuitton ","Alma ",NA,"Good condition","Cloth ","Brown ","31 cm","23.1 cm",NA,"United Kingdom","eplanet","","23/07/2020 ","11167620","Professional seller",NA,588.68,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-alma-louis-vuitton-handbag-11167620.shtml",588.68
NA,0,"Louis Vuitton ","Danube ",NA,"Good condition","Leather ","Brown ","10.9 cm","14 cm",NA,"United States","my galaxy solutions","","22/07/2020 ","11166412","Professional seller",NA,588.68,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-leather-danube-louis-vuitton-handbag-11166412.shtml",588.68
NA,4,"Louis Vuitton ","Sonatine ",NA,"Good condition","Cloth ","Brown ",NA,NA,NA,"Japan","luxe brand cerisier","","21/07/2020 ","11163597","Professional seller",NA,588.68,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-sonatine-louis-vuitton-handbag-11163597.shtml",588.68
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,"Louis Vuitton ","Boulogne ",NA,"Good condition","Cloth ","Brown ","35.1 cm","21.6 cm",NA,"United Kingdom","eplanet","","21/07/2020 ","11143369","Professional seller",NA,588.68,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-boulogne-louis-vuitton-handbag-11143369.shtml",588.68
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2,"Louis Vuitton ","Speedy ",NA,"Good condition","Cloth ","Brown ","31 cm","21.6 cm",NA,"United Kingdom","eplanet","","18/07/2020 ","11112705","Professional seller",NA,588.68,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-11112705.shtml",588.68
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,5,"Louis Vuitton ","No<U+00E9> ",NA,"Good condition","Leather ","Green ","23.9 cm","25.9 cm",NA,"United States","my galaxy solutions","","07/07/2020 ","10984752","Professional seller",NA,588.68,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/green-leather-noe-louis-vuitton-handbag-10984752.shtml",588.68
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,6,"Louis Vuitton ","Speedy ",NA,"Good condition","Leather ","Yellow ","24.9 cm","18 cm",NA,"United States","my galaxy solutions","","30/06/2020 ","10913955","Professional seller",NA,588.68,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/yellow-leather-speedy-louis-vuitton-handbag-10913955.shtml",588.68
NA,4,"Louis Vuitton ","Saumur ",NA,"Very good condition","Cloth ","Brown ",NA,NA,NA,"Japan","fashionista vintage","","24/06/2020 ","10845283","Professional seller",NA,666.6,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-saumur-louis-vuitton-handbag-10845283.shtml",588.68
NA,3,"Louis Vuitton ","Saumur ",NA,"Very good condition","Cloth ","Brown ",NA,NA,NA,"Japan","fashionista vintage","","24/06/2020 ","10845292","Professional seller",NA,666.6,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-saumur-louis-vuitton-handbag-10845292.shtml",588.68
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,11,"Louis Vuitton ","Saumur ",NA,"Very good condition","Cloth ","Brown ",NA,NA,NA,"Japan","fashionista vintage","","23/06/2020 ","10833817","Professional seller",NA,647.55,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-saumur-louis-vuitton-handbag-10833817.shtml",588.68
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,"Louis Vuitton ","No<U+00E9> ",NA,"Good condition","Leather ","Red ","25.3 cm","27.3 cm",NA,"United States","my galaxy solutions","","03/06/2020 ","10574948","Professional seller",NA,649.28,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/red-leather-noe-louis-vuitton-handbag-10574948.shtml",588.68
NA,1,"Louis Vuitton ","Plat ",NA,"Good condition","Leather ","Red ",NA,NA,NA,"Japan","Brand street tokyo","","30/04/2020 ","10172675","Professional seller",NA,588.68,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/red-leather-plat-louis-vuitton-handbag-10172675.shtml",588.68
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,68,"Louis Vuitton ","Marly vintage ",NA,"Good condition","Cloth ","Brown ","21.6 cm","55.5 cm","3.8 cm","Japan","jay's shop","","16/03/2020 ","9728990","Professional seller",NA,588.68,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-marly-vintage-louis-vuitton-handbag-9728990.shtml",588.68
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,22,"Louis Vuitton ","Alma ",NA,"Good condition","Leather ","Brown ","32 cm","24 cm","17 cm","Japan","jay's shop","","04/03/2020 ","9620475","Professional seller",NA,588.68,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-leather-alma-louis-vuitton-handbag-9620475.shtml",588.68
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"September 10, 2020",6,"Louis Vuitton ",NA,"592,69","Good condition","Leather ","Black ",NA,NA,NA,"Japan","kingram","","03/01/2020 ","9091968","Professional seller",NA,692.57,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/black-leather-louis-vuitton-handbag-9091968.shtml",588.68
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,11,"Louis Vuitton ",NA,NA,"Good condition","Cloth ","Brown ","71.1 cm","53.3 cm","27.9 cm","United Kingdom","jocelyn","","01/03/2018 ","5333807",NA,NA,629.19,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-5333807.shtml",588.76
NA,63,"Louis Vuitton ","Papillon ",NA,"Fair condition","Cloth ","Brown ","158 cm","135 cm",NA,"United Kingdom","katie","Dustbag ,Original box","27/03/2017 ","3803534",NA,NA,629.19,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-papillon-louis-vuitton-handbag-3803534.shtml",588.76
"October 3, 2020",100,"Louis Vuitton ","Baggy ","594,77","Very good condition","Denim - Jeans ","Blue ","32 cm","16.5 cm","13 cm","Singapore","LuxuryCity","","12/10/2019 ","8411697","Professional seller",NA,944.5,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/blue-denim-jeans-baggy-louis-vuitton-handbag-8411697.shtml",588.88
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,"Louis Vuitton ",NA,NA,"Good condition","Leather ","Brown ",NA,NA,NA,"France","the brand collector","","25/04/2020 ","10097912","Professional seller",NA,685,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-leather-louis-vuitton-handbag-10097912.shtml",589
"September 24, 2020",43,"Louis Vuitton ",NA,"501","Good condition","Cloth ","Beige ","36 cm","34 cm",NA,"Germany","finest","","17/08/2018 ","6110188","Professional seller",NA,589,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/beige-cloth-louis-vuitton-handbag-6110188.shtml",589
NA,3,"Louis Vuitton ","Houston ",NA,"Very good condition","Patent leather ","Beige ","14.6 cm","25.4 cm","28.6 cm","United Kingdom","rowelynne","","23/07/2019 ","7918817","",NA,646.34,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/beige-patent-leather-houston-louis-vuitton-handbag-7918817.shtml",589.15
NA,1,"Louis Vuitton ",NA,NA,"Very good condition","Patent leather ","Beige ","8.9 cm","24.1 cm","33.7 cm","United Kingdom","rowelynne","","23/07/2019 ","7918926","",NA,646.34,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/beige-patent-leather-louis-vuitton-handbag-7918926.shtml",589.15
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,5,"Louis Vuitton ","Jasmin ",NA,"Good condition","Leather ","Black ",NA,NA,NA,"Japan","hannari","","20/08/2020 ","11467181","Professional seller",NA,759.23,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/black-leather-jasmin-louis-vuitton-handbag-11467181.shtml",589.55
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
