"Date_sold","Price_sold","Last_known_price","Initial_price","Likes","Designer","Model","Condition","Material","Color","Location","Seller","Sold_with","Online_since","Reference","Link","Seller_title","Width","Height","Depth"
"September 6, 2020","445",445,445,2,"Louis Vuitton ","No<U+00E9> ","Very good condition","Cloth ","Brown ","France","the brand collector","","06/09/2020 ","11667280","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-noe-louis-vuitton-handbag-11667280.shtml","Professional seller",NA,NA,NA
"September 5, 2020","445",445,470,23,"Louis Vuitton ","No<U+00E9> ","Fair condition","Cloth ","Multicolour ","Netherlands","Basak","","01/09/2020 ","11607120","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/multicolour-cloth-noe-louis-vuitton-handbag-11607120.shtml","Expert SellerFashion Activist","27 cm","34 cm","20 cm"
"August 30, 2020","445",445,479,12,"Louis Vuitton ","Cartouchi<U+00E8>re ","Good condition","Cloth ","Brown ","Italy","amy","","26/08/2020 ","11530110","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-cartouchiere-louis-vuitton-handbag-11530110.shtml","","22 cm","19 cm","8 cm"
"August 19, 2020","445",445,445,4,"Louis Vuitton ",NA,"Very good condition","Cloth ","Brown ","France","the brand collector","","12/08/2020 ","11370477","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-11370477.shtml","Professional seller",NA,NA,NA
"August 3, 2020","445",445,489,11,"Louis Vuitton ","No<U+00E9> ","Good condition","Cloth ","Brown ","France","the brand collector","","02/08/2020 ","11264188","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-noe-louis-vuitton-handbag-11264188.shtml","Professional seller",NA,NA,NA
"July 28, 2020","445",445,475,7,"Louis Vuitton ","No<U+00E9> ","Fair condition","Leather ","Brown ","Switzerland","Fancy Lux","","21/05/2020 ","10432598","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-leather-noe-louis-vuitton-handbag-10432598.shtml","Professional seller",NA,NA,NA
"May 21, 2020","445",445,590,20,"Louis Vuitton ",NA,"Never worn","Cloth ","Black ","Italy","labelle ","Original box","20/03/2020 ","9755815","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/black-cloth-louis-vuitton-handbag-9755815.shtml","Professional seller",NA,NA,NA
"August 18, 2020","445",445,549,29,"Louis Vuitton ","Sac d'<U+00E9>paule ","Good condition","Leather ","Black ","Sweden","a retro tale","","09/01/2020 ","9133945","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/black-leather-sac-depaule-louis-vuitton-handbag-9133945.shtml","Professional seller","30 cm","34 cm","15 cm"
"June 25, 2020","461.02",445.58,445.58,14,"Louis Vuitton ","Soufflot ","Very good condition","Leather ","Black ","Japan","elady","","22/04/2020 ","10067437","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/black-leather-soufflot-louis-vuitton-handbag-10067437.shtml","Professional seller",NA,NA,NA
"August 9, 2020","446",446,495,28,"Louis Vuitton ","No<U+00E9> ","Good condition","Cloth ","Brown ","France","the brand collector","","01/08/2020 ","11263858","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-noe-louis-vuitton-handbag-11263858.shtml","Professional seller",NA,NA,NA
"July 18, 2020","446",446,459,19,"Louis Vuitton ","Marly ","Good condition","Cloth ","Brown ","Italy","amy","","16/07/2020 ","11079264","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-marly-louis-vuitton-handbag-11079264.shtml","","22 cm","12 cm","4 cm"
"July 1, 2020","446",446,446,29,"Louis Vuitton ","Alma ","Very good condition","Cloth ","Brown ","France","adriana","Dustbag","24/06/2020 ","10840489","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-alma-louis-vuitton-handbag-10840489.shtml","","32 cm","24 cm","18 cm"
"May 11, 2020","446",446,446,68,"Louis Vuitton ","No<U+00E9> ","Good condition","Cloth ","Brown ","Italy","beatrice's closet","","07/05/2020 ","10256327","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-noe-louis-vuitton-handbag-10256327.shtml","Expert SellerFashion ActivistProfessional seller","25 cm","27 cm","20 cm"
"July 29, 2020","446.05",446.05,600,5,"Louis Vuitton ",NA,"Very good condition","Leather ","Multicolour ","Spain","michala","","28/07/2020 ","11231773","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/multicolour-leather-louis-vuitton-handbag-11231773.shtml","Trusted SellerFashion Activist","16 cm","19 cm","2 cm"
"June 25, 2020","462.07",446.59,651.63,12,"Louis Vuitton ","Multipli Cit<U+00E9>  ","Very good condition","Cloth ","Brown ","Hong Kong","vera","Dustbag","25/03/2020 ","9791751","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-multipli-cite-louis-vuitton-handbag-9791751.shtml","Trusted Seller","36 cm","26 cm","11 cm"
"June 5, 2020","446.67",446.67,480,19,"Louis Vuitton ",NA,"Very good condition","Cloth ","Brown ","France","Muriel","","19/05/2020 ","10404933","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-10404933.shtml","","20 cm","23 cm","10 cm"
"November 4, 2020","446.74",446.74,485,13,"Louis Vuitton ","Le Talentueux ","Good condition","Leather ","Black ","France","Estelle","","03/11/2020 ","12617792","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/black-leather-le-talentueux-louis-vuitton-handbag-12617792.shtml",NA,"31 cm","18 cm","9 cm"
"October 26, 2020","447",447,530,6,"Louis Vuitton ","Pleaty ","Good condition","Denim - Jeans ","Blue ","Romania","alexandrina","","26/10/2020 ","12467670","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/blue-denim-jeans-pleaty-louis-vuitton-handbag-12467670.shtml","Trusted Seller","26 cm","17 cm","10,15 cm"
"September 12, 2020","447",447,559,36,"Louis Vuitton ","Speedy ","Fair condition","Cloth ","Brown ","Spain","kewaybags","","27/08/2020 ","11546137","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-11546137.shtml","Professional seller","35 cm","24 cm","19 cm"
"July 5, 2020","447",447,447,23,"Louis Vuitton ","No<U+00E9> ","Good condition","Cloth ","Brown ","Italy","beatrice's closet","","03/07/2020 ","10947155","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-noe-louis-vuitton-handbag-10947155.shtml","Expert SellerFashion ActivistProfessional seller","27 cm","25 cm","12 cm"
"June 19, 2020","447",447,447,3,"Louis Vuitton ","No<U+00E9> ","Good condition","Cloth ","Brown ","Italy","beatrice's closet","","18/06/2020 ","10776444","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-noe-louis-vuitton-handbag-10776444.shtml","Expert SellerFashion ActivistProfessional seller","27 cm","25 cm","12 cm"
"November 3, 2020","447.58",447.09,447.09,14,"Louis Vuitton ","Speedy ","Good condition","Denim - Jeans ","Pink ","United Kingdom","haute ","","02/11/2020 ","12609393","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/pink-denim-jeans-speedy-louis-vuitton-handbag-12609393.shtml","Professional seller",NA,NA,NA
"September 8, 2020","447.43",447.43,750,16,"Louis Vuitton ","Berkeley ","Good condition","Cloth ","Brown ","France","kate","","30/09/2019 ","8068807","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-berkeley-louis-vuitton-handbag-8068807.shtml","","22 cm","31 cm","19 cm"
"June 11, 2020","457.97",447.54,484.32,18,"Louis Vuitton ","Alma ","Good condition","Leather ","Black ","Japan","reclo","","05/05/2020 ","10225290","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/black-leather-alma-louis-vuitton-handbag-10225290.shtml","Expert SellerProfessional seller",NA,NA,NA
"August 20, 2020","448",448,526.78,37,"Louis Vuitton ","Eva ","Good condition","Cloth ","Blue ","Romania","creditamanet","","10/08/2020 ","11368592","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/blue-cloth-eva-louis-vuitton-handbag-11368592.shtml","Professional seller","26 cm","13 cm","4.5 cm"
"November 2, 2020","449.54",448.03,494.4,20,"Louis Vuitton ",NA,"Very good condition","Cloth ","Other ","Sweden","Nikoleta","","30/10/2020 ","12546783","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/cloth-louis-vuitton-handbag-12546783.shtml","Trusted Seller","25 cm","13 cm","4 cm"
"May 10, 2020","461.25",448.12,567.67,9,"Louis Vuitton ","Saumur ","Good condition","Cloth ","Brown ","United Kingdom","LuluLeBag","Dustbag","30/04/2020 ","10171469","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-saumur-louis-vuitton-handbag-10171469.shtml","Fashion ActivistProfessional seller","27.9 cm","24.1 cm","10.2 cm"
"July 11, 2020","462.87",448.76,454.44,17,"Louis Vuitton ","Plat ","Fair condition","Cloth ","Brown ","Hong Kong","izory","Dustbag","04/07/2020 ","10954592","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-plat-louis-vuitton-handbag-10954592.shtml","Expert Seller","36.5 cm","38.5 cm",NA
"May 31, 2020","448.99",448.99,535,2,"Louis Vuitton ","Cabaret  ","Good condition","Patent leather ","Burgundy ","France","mastaneh","","27/05/2020 ","10499331","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/burgundy-patent-leather-cabaret-louis-vuitton-handbag-10499331.shtml","Expert SellerFashion Activist","22 cm","19 cm","7 cm"
