"Date_sold","Likes","Designer","Model","Price_sold","Condition","Material","Color","Width","Height","Depth","Location","Seller","Sold_with","Online_since","Reference"
"August 5, 2020",5,"Cartier",NA,"230 €","Very good condition  More infos","Leather","Burgundy","30 cm","25 cm","8 cm","France","mickael","","14/07/2020","11063468"
"August 6, 2020",28,"Cartier","Panthère","340 €","Very good condition  More infos","Leather","Black","29 cm","37 cm","10 cm","France","MARIE","Dustbag","15/07/2020","11066494"
"August 2, 2020",12,"Cartier",NA,"140,33 €","Good condition  More infos","Leather","Burgundy","16.5 cm","23.5 cm","16.5 cm","Hong Kong","Yi","","19/07/2020","11110625"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"July 31, 2020",4,"Cartier","Marcello","279,90 €","Good condition  More infos","Leather","Black","28 cm","31 cm",NA,"Italy","paola","","17/07/2020","11103074"
"August 3, 2020",2,"Cartier",NA,"323,33 €","Very good condition  More infos","Leather","Burgundy","34 cm","37 cm","13 cm","France","Geraldine","","11/07/2020","11025162"
"August 4, 2020",20,"Cartier",NA,"145 €","Very good condition  More infos","Leather","Burgundy","28 cm","31 cm","10 cm","Vestiaire Collective Paris","Vestiaire Collective Paris","","20/06/2020","10798468"
"October 26, 2019",56,"Cartier",NA,"165 €","Very good condition  More infos","Leather","Burgundy","25 cm","19 cm","5 cm","United Kingdom","Chiara","","05/06/2019","7478257"
"August 5, 2020",31,"Cartier",NA,"330 €","Very good condition  More infos","Leather","Burgundy","27 cm","23 cm",NA,"Italy","paola","","24/12/2019","9027075"
"October 4, 2019",21,"Cartier",NA,"95 €","Good condition  More infos","Leather","Beige","26 cm","19.5 cm","3.5 cm","Germany","clara","","02/10/2019","8343451"
"August 7, 2019",33,"Cartier",NA,"225 €","Very good condition  More infos","Leather","Burgundy","32 cm","28 cm","14 cm","France","mickael","","05/12/2018","6674456"
"July 9, 2020",46,"Cartier","Seau","310,67 €","Very good condition  More infos","Leather","Burgundy","27 cm","27 cm","23 cm","Italy","barbara","","30/08/2018","6164867"
"December 26, 2019",58,"Cartier",NA,"285 €","Very good condition  More infos","Leather","Burgundy","21 cm","15 cm","6 cm","Belgium","iconics","","24/05/2019","7569115"
"February 23, 2020",21,"Cartier",NA,"337,33 €","Very good condition  More infos","Patent leather","Black","30 cm","10 cm","5,5 cm","Italy","a","","26/02/2018","5304055"
"March 31, 2020",109,"Cartier","Panthère","290 €","Very good condition  More infos","Leather","Black","15 cm","26 cm","6 cm","Italy","valentina","Original box","14/11/2017","4801466"
"September 29, 2019",16,"Cartier","Marcello","550 €","Good condition  More infos","Leather","Camel","44 cm","22 cm","14,5 cm","Italy","emanuela","","26/11/2018","6632902"
"December 13, 2019",12,"Cartier","Marcello","400 €","Very good condition  More infos","Fur","Anthracite","38 cm","22 cm","14 cm","Italy","manuela","","07/11/2018","6524956"
"December 6, 2019",37,"Cartier",NA,"165,74 €","Good condition  More infos","Leather","Burgundy","27 cm","30 cm","5.5 cm","France","OLESYA","","25/09/2018","6287210"
"July 26, 2020",46,"Cartier",NA,"115 €","Good condition  More infos","Leather","Burgundy","20 cm","21 cm",NA,"Belgium","celine","","04/10/2017","4570925"
"December 24, 2019",20,"Cartier",NA,"270 €","Good condition  More infos","Leather","Burgundy","24 cm","27,5 cm","7 cm","Italy","eleonora","","05/01/2018","5046528"
"July 28, 2020",13,"Cartier","Panthère","247,45 €","Never worn  More infos","Leather","Black","36.8 cm","29.2 cm","10.2 cm","United States","MARK","","27/07/2020","11229874"
"July 29, 2020",8,"Cartier","Guirlande","800 €","Never worn  More infos","Leather","Camel","21 cm","15 cm","15 cm","France","anis","","27/07/2020","11207834"
"July 27, 2020",7,"Cartier","Guirlande","650 €","Never worn  More infos","Leather","Burgundy","21 cm","15 cm","15 cm","France","anis","","27/07/2020","11207656"
"July 24, 2020",7,"Cartier","Guirlande","669,84 €","Never worn, with tag  More infos","Leather","Black","30 cm","25 cm","10 cm","France","anis","","20/07/2020","11148277"
"June 5, 2020",21,"Cartier","Trinity","177 €","Very good condition  More infos","Leather","Black","21 cm","24 cm","9 cm","Greece","Vicky","","03/06/2020","10571995"
"July 24, 2020",5,"Cartier","Marcello","290 €","Very good condition  More infos","Leather","Black","24 cm","20 cm","12 cm","France","mickael","","18/07/2020","11101091"
"July 20, 2020",8,"Cartier","Guirlande","825,08 €","Never worn  More infos","Leather","Red","30 cm","24 cm","9 cm","France","anis","","19/07/2020","11126226"
"July 28, 2020",8,"Cartier",NA,"283,74 €","Very good condition  More infos","Leather","Burgundy","24.5 cm","17 cm",NA,"Hong Kong","koo","Dustbag","22/07/2020","11167514"
"July 29, 2020",6,"Cartier",NA,"195 €","Very good condition  More infos","Leather","Burgundy","40 cm","37 cm","13 cm","Italy","gherghina","","24/07/2020","11188070"
"July 20, 2020",18,"Cartier","Trinity","262,47 €","Never worn  More infos","Leather","Burgundy","16 cm","20 cm","8 cm","Italy","Valentina","","24/06/2020","10834360"
"July 29, 2020",5,"Cartier",NA,"115 €","Very good condition  More infos","Leather","Burgundy","28 cm","47 cm","10 cm","Spain","salvador","","18/07/2020","11105900"
"June 29, 2020",9,"Cartier","Panthère","377,27 €","Very good condition  More infos","Leather","Burgundy","22 cm","22 cm","6 cm","Hong Kong","Paris","","28/06/2020","10878206"
"July 16, 2020",10,"Cartier",NA,"89 €","Good condition  More infos","Leather","Black","17 cm","22 cm","6,5 cm","Lithuania","daiva","","15/07/2020","11069729"
"July 19, 2020",10,"Cartier",NA,"140,95 €","Fair condition  More infos","Leather","Burgundy","22.9 cm","27.9 cm","10.2 cm","United Kingdom","Karen","","13/07/2020","11055422"
"June 9, 2020",6,"Cartier","Trinity","177 €","Very good condition  More infos","Leather","Black","21 cm","24 cm","9 cm","Lithuania","Viktorija","","09/06/2020","10649731"
"June 11, 2020",12,"Cartier","Seau","190 €","Never worn  More infos","Leather","Burgundy","33 cm","32 cm","20 cm","France","mickael","","10/06/2020","10663333"
"July 11, 2020",17,"Cartier",NA,"160 €","Very good condition  More infos","Leather","Burgundy","29 cm","20 cm","6 cm","Italy","••Bianca••","","03/07/2020","10945086"
"July 3, 2020",9,"Cartier",NA,"82 €","Good condition  More infos","Leather","Black","30 cm","17 cm","9 cm","United Kingdom","Katherine","","29/06/2020","10894008"
"June 26, 2020",2,"Cartier",NA,"110 €","Very good condition  More infos","Leather","Camel","19,1 cm","19,1 cm","4,4 cm","France","Elisa","","24/06/2020","10842061"
"June 22, 2020",5,"Cartier",NA,"200 €","Very good condition  More infos","Leather","Black","26 cm","20 cm","10 cm","Italy","bruno","","20/06/2020","10798299"
"June 28, 2020",17,"Cartier","Panthère","256,94 €","Never worn  More infos","Leather","Black","36.8 cm","29.2 cm","10.2 cm","United States","MARK","Dustbag","24/06/2020","10843007"
"June 27, 2020",14,"Cartier","Seau","110,74 €","Very good condition  More infos","Leather","Other","25 cm","30 cm","20 cm","Italy","luigi","","19/06/2020","10793925"
"June 4, 2020",14,"Cartier","Trinity","233,54 €","Very good condition  More infos","Leather","Camel","21 cm","25 cm","9 cm","Italy","Esperanza","","01/06/2020","10539087"
"June 19, 2020",8,"Cartier","Marcello","125 €","Good condition  More infos","Patent leather",NA,"38 cm","21.5 cm","11.5 cm","Italy","federica","Dustbag","18/06/2020","10779942"
"July 6, 2020",1,"Cartier",NA,"135 €","Good condition  More infos","Leather","Burgundy","25 cm","18 cm","6 cm","Italy","assunta","","06/07/2020","10974060"
"June 4, 2020",1,"Cartier",NA,"180 €","Very good condition  More infos","Leather","Burgundy","30 cm","20 cm","7 cm","Monaco","Gabrielle","","04/06/2020","10486713"
"June 20, 2020",74,"Cartier",NA,"95 €","Good condition  More infos","Leather","Burgundy","25 cm","20 cm","5 cm","France","Vestiaire Collective","","02/06/2020","10564363"
"July 1, 2020",0,"Cartier",NA,"98,47 €","Fair condition  More infos","Leather","Burgundy","20 cm","15 cm","6 cm","Italy","eleonora","","01/07/2020","10923272"
"July 7, 2020",6,"Cartier","Marcello","115 €","Good condition  More infos","Leather","Brown","36 cm","21 cm","11 cm","Germany","christine","","23/06/2020","10829948"
"June 18, 2020",1,"Cartier",NA,"120 €","Very good condition  More infos","Leather","Burgundy","33 cm","20 cm","4 cm","Italy","federica","","16/06/2020","10734931"
"July 24, 2020",17,"Cartier",NA,"450 €","Very good condition  More infos","Leather","Black","2 cm","14 cm","5 cm","France","nan","","14/06/2020","10705838"
"July 18, 2020",58,"Cartier","Seau","63,84 €","Good condition  More infos","Leather","Burgundy","25 cm","30 cm","30 cm","Hong Kong","She","Card or certificate","22/06/2020","10810261"
"June 14, 2020",24,"Cartier",NA,"244,23 €","Very good condition  More infos","Leather","Burgundy","21 cm","17 cm","6 cm","Italy","hanane","","08/06/2020","10643111"
"July 7, 2020",10,"Cartier","Marcello","200 €","Good condition  More infos","Leather","Camel",NA,NA,NA,"France","nastassia","","25/06/2020","10853647"
"June 22, 2020",1,"Cartier","Marcello","287,24 €","Very good condition  More infos","Patent leather","Burgundy","46 cm","25 cm","14 cm","France","nastassia","","09/06/2020","10642611"
"July 11, 2020",110,"Cartier","Trinity","181,54 €","Very good condition  More infos","Leather","Burgundy","17 cm","11 cm","4 cm","United Kingdom","kitty","","11/05/2020","10288236"
"May 19, 2020",14,"Cartier",NA,"149,01 €","Very good condition  More infos","Leather","Burgundy","33.5 cm","29 cm","11.7 cm","United Kingdom","ug","","01/03/2020","9590987"
"June 23, 2020",5,"Cartier",NA,"145 €","Very good condition  More infos","Leather","Burgundy","31 cm","22 cm","6 cm","Italy","valeria","","16/06/2020","10722227"
"July 7, 2020",44,"Cartier","Seau","70 €","Fair condition  More infos","Leather","Burgundy","25 cm","25 cm","21 cm","Italy","allegra","","28/05/2020","10505560"
"July 5, 2020",10,"Cartier","Marcello","285 €","Good condition  More infos","Leather","Ecru","47 cm","27 cm","15 cm","Latvia","nicole","","15/06/2020","10719597"
"May 29, 2020",0,"Cartier",NA,"190 €","Very good condition  More infos","Leather","Burgundy","25,5 cm","19 cm","9 cm","Italy","Said","","29/05/2020","10516453"
"June 18, 2020",7,"Cartier","Marcello","148,72 €","Good condition  More infos","Patent leather","Brown","36.8 cm","22 cm","10.9 cm","United Kingdom","chidinma","","02/06/2020","10569650"
"May 31, 2020",16,"Cartier",NA,"160 €","Very good condition  More infos","Leather","Burgundy","26 cm","20 cm",NA,"Italy","Gianni","","28/05/2020","10508312"
"June 11, 2020",1,"Cartier",NA,"123,65 €","Very good condition  More infos","Leather","Burgundy","28 cm","22 cm","6 cm","United Kingdom","claudia","","09/06/2020","10649800"
"June 17, 2020",7,"Cartier","Marcello","230 €","Good condition  More infos","Patent leather","Black","43 cm","23 cm","8 cm","Italy","Maria","","07/03/2020","9595804"
"April 29, 2020",10,"Cartier",NA,"110 €","Never worn  More infos","Leather","Burgundy","18 cm","10 cm","3 cm","Italy","Fabrizia","","29/04/2020","10141336"
"May 8, 2020",3,"Cartier","Marcello","424,24 €","Very good condition  More infos","Leather","White","35 cm","25 cm",NA,"Italy","francesca","","26/04/2020","10101355"
"June 22, 2020",9,"Cartier",NA,"95 €","Fair condition  More infos","Leather","Blue","32 cm","23 cm","8 cm","France","olfa","","16/06/2020","10728087"
"May 30, 2020",7,"Cartier",NA,"238,66 €","Never worn  More infos","Leather","Burgundy","27 cm","27 cm","10 cm","Spain","Mauricio","Card or certificate","19/05/2020","10409798"
"June 22, 2020",7,"Cartier",NA,"127,98 €","Good condition  More infos","Patent leather","Black","30.5 cm","12.7 cm","5.6 cm","United Kingdom","chidinma","","15/06/2020","10697072"
"June 14, 2020",16,"Cartier",NA,"182 €","Very good condition  More infos","Leather","Red","22 cm","25 cm","8 cm","Romania","carmen","","12/05/2020","10301405"
"March 20, 2020",9,"Cartier",NA,"220,47 €","Good condition  More infos","Leather","Burgundy","38.1 cm","27.9 cm","10.2 cm","United Kingdom","chidinma","","01/03/2020","9591002"
"June 8, 2020",4,"Cartier",NA,"174 €","Fair condition  More infos","Leather","Burgundy","39 cm","30 cm","9 cm","France","a","Dustbag","08/06/2020","10634220"
"May 30, 2020",14,"Cartier",NA,"400 €","Very good condition  More infos","Leather","Burgundy","28 cm","22 cm","8 cm","Italy","lga","","21/05/2020","10428631"
"June 5, 2020",2,"Cartier",NA,"125 €","Fair condition  More infos","Leather","Burgundy","26 cm","22 cm","6 cm","France","sonia","","04/06/2020","10587861"
"June 26, 2020",11,"Cartier",NA,"147,66 €","Very good condition  More infos","Patent leather","Burgundy","22 cm","12 cm","9 cm","France","anasthasie","","27/05/2020","10478287"
"May 11, 2020",9,"Cartier","C","2700 €","Never worn  More infos","Exotic leathers","Beige","230 cm","160 cm","95 cm","Italy","elisa","","03/03/2020","9593107"
"July 11, 2020",31,"Cartier",NA,"155 €","Very good condition  More infos","Leather","Burgundy","30 cm","20 cm","20 cm","Italy","Eleonora","","07/05/2020","10247502"
"May 28, 2020",16,"Cartier",NA,"230 €","Very good condition  More infos","Leather","Burgundy","28 cm","23 cm","20 cm","Italy","Daniela","Card or certificate","23/05/2020","10454306"
"May 9, 2020",3,"Cartier","Seau","110,67 €","Good condition  More infos","Leather","Burgundy","26 cm","29 cm","20 cm","Belgium","anne","","05/05/2020","10214217"
"March 12, 2020",13,"Cartier",NA,"400 €","Never worn, with tag  More infos","Patent leather","Burgundy","27 cm","22 cm","9 cm","France","Chantal","","05/03/2020","9565543"
"June 19, 2020",22,"Cartier",NA,"76 €","Good condition  More infos","Leather","Blue","25 cm","21 cm",NA,"Italy","luigi","","02/06/2020","10541781"
"June 7, 2020",23,"Cartier","Seau","150 €","Good condition  More infos","Leather","Brown","20 cm","23 cm","20 cm","Spain","javier","","16/04/2020","9986398"
"June 1, 2020",21,"Cartier","Seau","322,15 €","Very good condition  More infos","Leather","Burgundy",NA,NA,NA,"Japan","fashionista vintage","Dustbag","23/05/2020","10443360"
"June 28, 2020",26,"Cartier",NA,"130 €","Very good condition  More infos","Leather","Blue","25 cm","16 cm","6.5 cm","Germany","Louis","","14/05/2020","10334964"
"April 5, 2020",37,"Cartier","Marcello","318,38 €","Very good condition  More infos","Leather","Black","43 cm","21 cm","5 cm","Hong Kong","luke","Dustbag","28/02/2020","9358689"
"May 22, 2020",6,"Cartier",NA,"381,35 €","Never worn  More infos","Leather","Burgundy","32 cm","28 cm","14 cm","Italy","Alice","","27/04/2020","10106198"
"April 27, 2020",34,"Cartier","Seau","114 €","Good condition  More infos","Leather","Navy","23 cm","22.5 cm","15.5 cm","United Kingdom","M","","05/03/2020","9630025"
"May 28, 2020",3,"Cartier",NA,"83 €","Fair condition  More infos","Leather","Yellow","26 cm","27 cm","11 cm","Germany","Daniela","","28/05/2020","10500600"
"April 20, 2020",10,"Cartier",NA,"163,61 €","Very good condition  More infos","Leather","Burgundy","26 cm","21 cm","6 cm","Italy","andrea","","20/04/2020","10016982"
"June 16, 2020",8,"Cartier","Marcello","200 €","Never worn  More infos","Patent leather","Burgundy","36 cm","19 cm","8 cm","Italy","Maria","","02/03/2020","9595872"
"July 1, 2020",33,"Cartier","Seau","55 €","Good condition  More infos","Leather","Burgundy","20 cm","33 cm","20 cm","Italy","Rotrophilia","","11/05/2020","10285453"
"January 21, 2020",14,"Cartier","C","156,26 €","Very good condition  More infos","Leather","Black","20 cm","16 cm","5 cm","United Kingdom","Tony","","20/01/2020","9225293"
"May 7, 2020",7,"Cartier",NA,"177,60 €","Very good condition  More infos","Leather","Blue","19 cm","24 cm","6 cm","Romania","carmen","","05/05/2020","10203460"
"June 25, 2020",18,"Cartier",NA,"150 €","Good condition  More infos","Patent leather","Black","23 cm","21 cm","9 cm","Latvia","ažurs","","15/06/2020","10722149"
"July 16, 2020",25,"Cartier",NA,"265 €","Never worn  More infos","Leather","Burgundy","27 cm","24 cm","11 cm","Italy","BENEDETTA","","10/04/2020","9923936"
"June 12, 2020",16,"Cartier",NA,"87,68 €","Good condition  More infos","Leather","Burgundy","25 cm","20 cm",NA,"Italy","luigi","","28/05/2020","10506850"
"May 31, 2020",2,"Cartier",NA,"200 €","Fair condition  More infos","Leather","Burgundy","41 cm","30 cm","8 cm","Italy","Maria Vittoria","","29/05/2020","10526893"
"May 27, 2020",5,"Cartier",NA,"75 €","Good condition  More infos","Patent leather","Red","22 cm","23 cm","2,5 cm","France","yvanna","","24/05/2020","10454468"
"February 19, 2020",33,"Cartier","Panthère","200 €","Good condition  More infos","Leather","Black","26 cm","17 cm",NA,"Italy","valeria","","03/02/2020","9348734"
"May 5, 2020",14,"Cartier","Panthère","135 €","Good condition  More infos","Leather","Black","20.5 cm","30.5 cm","14 cm","United Kingdom","ug","","19/04/2020","10025400"
