"","X.5.","X.4.","X.40.","X.3.","X.22.","X.4..1","X.9.","X.34.","X.55.","X.13.","X.20.","X.2.","X.21.","X.16.","X.228.","X.83.","X.8.","X.4..2","X.9..1","X.0.","X.7.","X.5..1","X.6.","X.28.","X.35.","X.6..1","X.6..2","X.4..3","X.4..4","X.25.","X.93."
"1","5","4","40","3","22","4","9","34","55","13","20","2","21","16","228","83","8","4","9","0","7","5","6","28","35","6","6","4","4","25","93"
